filename,Predicted_Label,Confidence_Score
360702.jpg,Elliptical,0.5684
360772.jpg,Irregular,0.9424
360842.jpg,Elliptical,0.9897
360850.jpg,Spiral,0.7295
360856.jpg,Irregular,0.812
360889.jpg,Elliptical,0.9956
360918.jpg,Irregular,0.827
360973.jpg,Spiral,0.858
360993.jpg,Elliptical,0.6855
361075.jpg,Elliptical,0.5522
361118.jpg,Spiral,0.68
361264.jpg,Elliptical,0.999
361302.jpg,Elliptical,0.8394
361347.jpg,Spiral,0.6577
361352.jpg,Elliptical,0.998
361367.jpg,Irregular,0.553
361381.jpg,Elliptical,0.96
361400.jpg,Elliptical,0.9956
361403.jpg,Spiral,0.812
361483.jpg,Spiral,0.3765
361525.jpg,Elliptical,0.3684
361612.jpg,Spiral,0.8027
361618.jpg,Irregular,0.601
361622.jpg,Elliptical,0.6904
361633.jpg,Elliptical,0.994
361673.jpg,Spiral,0.709
361697.jpg,Elliptical,0.8164
361727.jpg,Irregular,0.5845
361728.jpg,Irregular,0.8555
361761.jpg,Spiral,0.614
361765.jpg,Irregular,0.6094
361802.jpg,Elliptical,0.8325
361826.jpg,Elliptical,0.9995
361884.jpg,Spiral,0.814
361985.jpg,Irregular,0.786
362020.jpg,Irregular,0.934
362044.jpg,Irregular,0.904
362049.jpg,Elliptical,0.9985
362063.jpg,Elliptical,0.5874
362096.jpg,Spiral,0.3455
362111.jpg,Irregular,0.7124
362128.jpg,Elliptical,0.9497
362149.jpg,Elliptical,0.8896
362158.jpg,Elliptical,0.9995
362231.jpg,Irregular,0.535
362239.jpg,Irregular,0.789
362295.jpg,Elliptical,0.999
362317.jpg,Elliptical,0.971
362354.jpg,Spiral,0.616
362382.jpg,Elliptical,0.988
362406.jpg,Irregular,0.925
362409.jpg,Irregular,0.731
362433.jpg,Elliptical,0.913
362444.jpg,Spiral,0.455
362447.jpg,Elliptical,0.9766
362455.jpg,Elliptical,0.82
362511.jpg,Spiral,0.4468
362585.jpg,Elliptical,0.9204
362642.jpg,Elliptical,0.9927
362724.jpg,Spiral,0.5376
362750.jpg,Spiral,0.4167
362782.jpg,Elliptical,0.9897
362793.jpg,Irregular,0.899
362834.jpg,Elliptical,0.87
362850.jpg,Elliptical,0.6626
362891.jpg,Elliptical,0.981
362948.jpg,Spiral,0.835
362992.jpg,Elliptical,0.749
363041.jpg,Elliptical,0.7646
363107.jpg,Spiral,0.78
363132.jpg,Irregular,0.7407
363166.jpg,Irregular,0.943
363175.jpg,Elliptical,0.449
363188.jpg,Spiral,0.815
363189.jpg,Spiral,0.4878
363199.jpg,Spiral,0.8887
363206.jpg,Irregular,0.4995
363293.jpg,Elliptical,0.997
363308.jpg,Spiral,0.8677
363353.jpg,Irregular,0.5957
363355.jpg,Spiral,0.5176
363395.jpg,Elliptical,0.998
363433.jpg,Irregular,0.8345
363449.jpg,Spiral,0.526
363491.jpg,Elliptical,0.862
363518.jpg,Irregular,0.6147
363522.jpg,Spiral,0.5596
363558.jpg,Irregular,0.633
363561.jpg,Spiral,0.575
363589.jpg,Elliptical,0.9463
363603.jpg,Elliptical,0.939
363651.jpg,Elliptical,0.9424
363687.jpg,Irregular,0.6826
363688.jpg,Irregular,0.567
363747.jpg,Elliptical,0.9746
363751.jpg,Elliptical,0.5103
363840.jpg,Irregular,0.569
363891.jpg,Spiral,0.5356
363906.jpg,Irregular,0.5938
363929.jpg,Irregular,0.7104
363946.jpg,Spiral,0.4917
363947.jpg,Spiral,0.907
364019.jpg,Elliptical,0.999
364028.jpg,Spiral,0.878
364033.jpg,Spiral,0.945
364046.jpg,Irregular,0.7153
364052.jpg,Elliptical,0.9644
364097.jpg,Elliptical,0.9854
364126.jpg,Spiral,0.703
364209.jpg,Irregular,0.75
364212.jpg,Elliptical,0.6045
364247.jpg,Irregular,0.8677
364260.jpg,Elliptical,0.9585
364276.jpg,Elliptical,0.9985
364289.jpg,Irregular,0.768
364328.jpg,Irregular,0.3904
364360.jpg,Irregular,0.674
364362.jpg,Elliptical,0.979
364386.jpg,Elliptical,0.931
364415.jpg,Spiral,0.6313
364448.jpg,Spiral,0.6206
364512.jpg,Elliptical,0.6357
364529.jpg,Elliptical,0.9976
364636.jpg,Irregular,0.7637
364732.jpg,Irregular,0.5776
364766.jpg,Elliptical,0.9824
364805.jpg,Elliptical,0.584
364911.jpg,Elliptical,0.9644
364929.jpg,Elliptical,0.999
364964.jpg,Elliptical,0.9966
365037.jpg,Elliptical,0.4866
365057.jpg,Elliptical,0.988
365099.jpg,Spiral,0.4827
365118.jpg,Spiral,0.384
365219.jpg,Elliptical,0.8643
365241.jpg,Elliptical,1.0
365369.jpg,Irregular,0.563
365373.jpg,Spiral,0.3933
365396.jpg,Spiral,0.8833
365482.jpg,Irregular,0.632
365499.jpg,Elliptical,0.941
365500.jpg,Spiral,0.534
365509.jpg,Elliptical,0.998
365621.jpg,Elliptical,0.988
365625.jpg,Irregular,0.5806
365632.jpg,Elliptical,0.8374
365646.jpg,Irregular,0.5728
365880.jpg,Spiral,0.8003
365888.jpg,Irregular,0.716
365890.jpg,Elliptical,0.9375
365968.jpg,Elliptical,0.773
365977.jpg,Irregular,0.5615
366003.jpg,Irregular,0.6025
366009.jpg,Irregular,0.6147
366019.jpg,Irregular,0.7295
366036.jpg,Spiral,0.4783
366045.jpg,Elliptical,0.943
366106.jpg,Spiral,0.867
366169.jpg,Spiral,0.707
366187.jpg,Irregular,0.864
366202.jpg,Irregular,0.8384
366273.jpg,Irregular,0.6187
366282.jpg,Irregular,0.3818
366349.jpg,Irregular,0.6177
366350.jpg,Irregular,0.613
366378.jpg,Irregular,0.789
366404.jpg,Elliptical,0.9707
366437.jpg,Irregular,0.8413
366439.jpg,Elliptical,0.755
366442.jpg,Elliptical,0.808
366458.jpg,Irregular,0.5884
366510.jpg,Spiral,0.922
366518.jpg,Irregular,0.585
366537.jpg,Elliptical,0.932
366583.jpg,Elliptical,0.9736
366625.jpg,Elliptical,0.7544
366663.jpg,Elliptical,0.986
366668.jpg,Elliptical,0.476
366729.jpg,Elliptical,0.9775
366766.jpg,Spiral,0.7764
366773.jpg,Elliptical,0.5195
366784.jpg,Irregular,0.637
366846.jpg,Irregular,0.7515
366856.jpg,Elliptical,0.977
366876.jpg,Elliptical,0.523
366921.jpg,Irregular,0.548
366933.jpg,Irregular,0.787
367018.jpg,Elliptical,0.9805
367022.jpg,Spiral,0.706
367074.jpg,Elliptical,0.998
367096.jpg,Elliptical,0.434
367120.jpg,Elliptical,0.66
367125.jpg,Irregular,0.5815
367142.jpg,Spiral,0.715
367165.jpg,Elliptical,0.9956
367174.jpg,Spiral,0.4863
367187.jpg,Irregular,0.7515
367215.jpg,Irregular,0.6387
367234.jpg,Elliptical,0.913
367253.jpg,Spiral,0.8403
367261.jpg,Elliptical,0.995
367270.jpg,Spiral,0.674
367284.jpg,Irregular,0.6284
367299.jpg,Elliptical,0.9966
367313.jpg,Irregular,0.6484
367337.jpg,Elliptical,0.8413
367369.jpg,Spiral,0.444
367405.jpg,Elliptical,0.962
367441.jpg,Irregular,0.7485
367445.jpg,Elliptical,0.4246
367523.jpg,Elliptical,0.9976
367538.jpg,Irregular,0.6494
367615.jpg,Elliptical,0.8257
367650.jpg,Irregular,0.4854
367682.jpg,Irregular,0.5
367689.jpg,Elliptical,0.9907
367727.jpg,Spiral,0.6455
367732.jpg,Spiral,0.9
367770.jpg,Irregular,0.6284
367803.jpg,Irregular,0.4612
367853.jpg,Elliptical,0.981
367854.jpg,Irregular,0.5454
367855.jpg,Elliptical,0.9404
367886.jpg,Elliptical,0.6094
367921.jpg,Elliptical,0.9536
367942.jpg,Irregular,0.7974
367943.jpg,Elliptical,0.9824
367989.jpg,Irregular,0.5654
367998.jpg,Elliptical,0.54
368063.jpg,Spiral,0.542
368082.jpg,Irregular,0.617
368093.jpg,Irregular,0.562
368176.jpg,Elliptical,0.8936
368188.jpg,Spiral,0.8145
368271.jpg,Spiral,0.4338
368272.jpg,Spiral,0.6206
368432.jpg,Elliptical,0.531
368439.jpg,Spiral,0.5356
368483.jpg,Irregular,0.707
368512.jpg,Elliptical,0.548
368516.jpg,Irregular,0.558
368533.jpg,Elliptical,0.989
368656.jpg,Irregular,0.4387
368722.jpg,Irregular,0.526
368742.jpg,Spiral,0.528
368743.jpg,Elliptical,0.9937
368752.jpg,Irregular,0.6064
368759.jpg,Spiral,0.5527
368762.jpg,Spiral,0.684
368831.jpg,Elliptical,0.7393
368931.jpg,Elliptical,0.604
369001.jpg,Elliptical,0.541
369038.jpg,Irregular,0.7183
369070.jpg,Elliptical,0.9155
369108.jpg,Elliptical,0.904
369149.jpg,Spiral,0.7627
369151.jpg,Elliptical,0.999
369272.jpg,Spiral,0.57
369350.jpg,Elliptical,0.6665
369392.jpg,Irregular,0.5107
369456.jpg,Elliptical,0.984
369483.jpg,Spiral,0.5786
369485.jpg,Spiral,0.514
369543.jpg,Irregular,0.7666
369583.jpg,Spiral,0.888
369652.jpg,Elliptical,0.9546
369684.jpg,Spiral,0.663
369726.jpg,Elliptical,0.3586
369755.jpg,Elliptical,0.9897
369782.jpg,Elliptical,0.998
369789.jpg,Spiral,0.8564
369935.jpg,Elliptical,0.995
369992.jpg,Elliptical,0.8423
370011.jpg,Irregular,0.5625
370036.jpg,Irregular,0.6567
370049.jpg,Spiral,0.4568
370147.jpg,Elliptical,0.623
370155.jpg,Spiral,0.9146
370205.jpg,Spiral,0.8394
370243.jpg,Spiral,0.6074
370299.jpg,Spiral,0.4673
370422.jpg,Elliptical,0.812
370426.jpg,Irregular,0.6313
370446.jpg,Elliptical,0.648
370448.jpg,Elliptical,0.949
370451.jpg,Spiral,0.7266
370530.jpg,Elliptical,0.998
370551.jpg,Elliptical,0.5527
370561.jpg,Spiral,0.7944
370586.jpg,Elliptical,0.9946
370599.jpg,Spiral,0.696
370617.jpg,Elliptical,0.9497
370626.jpg,Irregular,0.5054
370637.jpg,Elliptical,0.9946
370642.jpg,Elliptical,0.5596
370645.jpg,Spiral,0.531
370671.jpg,Elliptical,0.916
370688.jpg,Irregular,0.9575
370748.jpg,Irregular,0.458
370756.jpg,Spiral,0.8057
370757.jpg,Elliptical,0.997
370792.jpg,Spiral,0.4631
370922.jpg,Irregular,0.6914
370932.jpg,Elliptical,0.781
370953.jpg,Spiral,0.7173
370955.jpg,Elliptical,0.9307
370962.jpg,Elliptical,0.981
370972.jpg,Spiral,0.8345
370978.jpg,Irregular,0.84
371028.jpg,Elliptical,0.5317
371036.jpg,Spiral,0.4583
371063.jpg,Irregular,0.5474
371184.jpg,Spiral,0.848
371219.jpg,Irregular,0.478
371223.jpg,Elliptical,0.5674
371329.jpg,Irregular,0.627
371368.jpg,Irregular,0.5884
371396.jpg,Elliptical,0.9966
371444.jpg,Spiral,0.4531
371449.jpg,Irregular,0.564
371464.jpg,Elliptical,0.8467
371529.jpg,Elliptical,0.999
371560.jpg,Elliptical,0.5835
371575.jpg,Irregular,0.8716
371614.jpg,Irregular,0.4705
371616.jpg,Elliptical,0.9263
371628.jpg,Elliptical,0.9985
371666.jpg,Elliptical,0.946
371740.jpg,Spiral,0.8174
371741.jpg,Elliptical,0.99
371766.jpg,Elliptical,0.9966
371831.jpg,Elliptical,0.8604
371832.jpg,Elliptical,0.9697
371865.jpg,Irregular,0.4675
371867.jpg,Elliptical,0.921
371900.jpg,Spiral,0.5776
371961.jpg,Spiral,0.6484
372012.jpg,Irregular,0.6963
372030.jpg,Elliptical,0.6084
372034.jpg,Irregular,0.4653
372087.jpg,Spiral,0.8784
372141.jpg,Spiral,0.544
372181.jpg,Irregular,0.8457
372202.jpg,Elliptical,0.7104
372264.jpg,Elliptical,0.859
372339.jpg,Elliptical,0.9985
372346.jpg,Elliptical,0.9897
372369.jpg,Spiral,0.384
372447.jpg,Irregular,0.6772
372563.jpg,Elliptical,0.9937
372600.jpg,Spiral,0.4697
372636.jpg,Spiral,0.8506
372697.jpg,Irregular,0.5864
372720.jpg,Elliptical,0.9766
372741.jpg,Irregular,0.647
372743.jpg,Irregular,0.8
372747.jpg,Irregular,0.746
372764.jpg,Elliptical,0.9995
372804.jpg,Irregular,0.5254
372814.jpg,Irregular,0.75
372835.jpg,Elliptical,0.889
372837.jpg,Irregular,0.6973
372846.jpg,Spiral,0.8745
372855.jpg,Elliptical,0.961
372871.jpg,Spiral,0.8213
372894.jpg,Irregular,0.5605
373072.jpg,Elliptical,0.9663
373157.jpg,Irregular,0.838
373198.jpg,Spiral,0.5957
373237.jpg,Spiral,0.662
373251.jpg,Elliptical,0.998
373265.jpg,Irregular,0.866
373294.jpg,Irregular,0.7
373343.jpg,Spiral,0.57
373368.jpg,Elliptical,0.611
373396.jpg,Elliptical,0.899
373403.jpg,Elliptical,0.597
373426.jpg,Irregular,0.8145
373427.jpg,Elliptical,0.999
373474.jpg,Elliptical,0.9956
373541.jpg,Elliptical,0.988
373544.jpg,Spiral,0.88
373565.jpg,Elliptical,0.9873
373574.jpg,Elliptical,0.8154
373583.jpg,Elliptical,0.779
373619.jpg,Spiral,0.6396
373655.jpg,Irregular,0.6177
373734.jpg,Spiral,0.9385
373743.jpg,Elliptical,0.701
373765.jpg,Irregular,0.588
373809.jpg,Spiral,0.5947
373810.jpg,Irregular,0.7715
373812.jpg,Spiral,0.6504
373941.jpg,Irregular,0.6123
374035.jpg,Irregular,0.5063
374045.jpg,Elliptical,0.9927
374061.jpg,Elliptical,0.851
374076.jpg,Spiral,0.5703
374079.jpg,Elliptical,0.946
374114.jpg,Spiral,0.625
374142.jpg,Spiral,0.608
374180.jpg,Spiral,0.852
374196.jpg,Spiral,0.8613
374228.jpg,Elliptical,0.5034
374253.jpg,Elliptical,0.523
374326.jpg,Spiral,0.5737
374339.jpg,Spiral,0.689
374355.jpg,Elliptical,0.984
374378.jpg,Elliptical,0.36
374381.jpg,Spiral,0.642
374397.jpg,Elliptical,0.631
374416.jpg,Spiral,0.4553
374448.jpg,Elliptical,0.99
374459.jpg,Spiral,0.57
374463.jpg,Irregular,0.848
374497.jpg,Elliptical,0.945
374509.jpg,Irregular,0.537
374534.jpg,Spiral,0.9434
374768.jpg,Irregular,0.612
374775.jpg,Elliptical,0.997
374791.jpg,Irregular,0.551
374794.jpg,Elliptical,0.974
374882.jpg,Spiral,0.8604
374897.jpg,Elliptical,0.565
374960.jpg,Irregular,0.7354
374995.jpg,Elliptical,0.931
374998.jpg,Spiral,0.7266
375003.jpg,Spiral,0.882
375009.jpg,Irregular,0.4905
375011.jpg,Elliptical,0.965
375035.jpg,Elliptical,0.7095
375084.jpg,Spiral,0.4998
375122.jpg,Spiral,0.62
375174.jpg,Elliptical,0.4788
375289.jpg,Spiral,0.7007
375308.jpg,Elliptical,0.7373
375309.jpg,Elliptical,0.9116
375366.jpg,Elliptical,0.974
375372.jpg,Elliptical,0.5166
375390.jpg,Elliptical,0.6943
375405.jpg,Spiral,0.618
375420.jpg,Spiral,0.794
375551.jpg,Elliptical,0.9985
375619.jpg,Spiral,0.4373
375650.jpg,Elliptical,0.9785
375651.jpg,Irregular,0.5273
375693.jpg,Elliptical,0.6094
375734.jpg,Elliptical,0.5757
375782.jpg,Elliptical,0.866
375872.jpg,Irregular,0.7837
375906.jpg,Irregular,0.449
375921.jpg,Elliptical,0.769
375932.jpg,Elliptical,0.98
375956.jpg,Elliptical,0.64
375968.jpg,Irregular,0.69
376007.jpg,Elliptical,0.9507
376064.jpg,Elliptical,0.9834
376078.jpg,Elliptical,0.6626
376081.jpg,Irregular,0.654
376194.jpg,Spiral,0.376
376216.jpg,Spiral,0.698
376221.jpg,Elliptical,0.902
376249.jpg,Irregular,0.64
376286.jpg,Elliptical,0.7407
376311.jpg,Irregular,0.769
376334.jpg,Irregular,0.4773
376337.jpg,Elliptical,0.5264
376411.jpg,Irregular,0.608
376416.jpg,Irregular,0.5347
376425.jpg,Irregular,0.712
376431.jpg,Spiral,0.4326
376492.jpg,Irregular,0.5317
376538.jpg,Elliptical,0.999
376547.jpg,Irregular,0.8223
376556.jpg,Spiral,0.86
376562.jpg,Spiral,0.8105
376595.jpg,Irregular,0.4314
376617.jpg,Elliptical,0.7246
376710.jpg,Irregular,0.7705
376711.jpg,Spiral,0.3875
376744.jpg,Spiral,0.866
376761.jpg,Elliptical,0.8687
376795.jpg,Elliptical,0.996
376886.jpg,Elliptical,0.9873
376922.jpg,Irregular,0.892
376930.jpg,Spiral,0.725
376997.jpg,Elliptical,0.4407
377009.jpg,Spiral,0.875
377057.jpg,Spiral,0.86
377154.jpg,Spiral,0.7935
377156.jpg,Spiral,0.6377
377159.jpg,Elliptical,0.875
377224.jpg,Spiral,0.5938
377247.jpg,Irregular,0.511
377263.jpg,Spiral,0.443
377275.jpg,Spiral,0.871
377295.jpg,Elliptical,0.6445
377385.jpg,Elliptical,0.9995
377393.jpg,Elliptical,0.8916
377405.jpg,Spiral,0.509
377416.jpg,Spiral,0.615
377459.jpg,Irregular,0.503
377484.jpg,Spiral,0.898
377524.jpg,Spiral,0.7183
377540.jpg,Spiral,0.7505
377541.jpg,Elliptical,0.5776
377595.jpg,Irregular,0.6865
377622.jpg,Elliptical,0.938
377641.jpg,Irregular,0.835
377753.jpg,Elliptical,0.774
377786.jpg,Elliptical,0.8955
377799.jpg,Irregular,0.6255
377821.jpg,Elliptical,0.7827
377825.jpg,Elliptical,0.9854
377838.jpg,Irregular,0.9194
377904.jpg,Elliptical,0.9966
377935.jpg,Elliptical,0.9907
378022.jpg,Elliptical,0.8936
378043.jpg,Elliptical,0.8623
378070.jpg,Spiral,0.6406
378120.jpg,Elliptical,0.4136
378121.jpg,Elliptical,0.9917
378125.jpg,Elliptical,0.744
378166.jpg,Elliptical,0.998
378175.jpg,Spiral,0.5522
378243.jpg,Irregular,0.702
378303.jpg,Irregular,0.5713
378306.jpg,Spiral,0.8286
378312.jpg,Spiral,0.612
378334.jpg,Elliptical,0.954
378349.jpg,Spiral,0.588
378396.jpg,Elliptical,0.995
378421.jpg,Spiral,0.7065
378447.jpg,Elliptical,0.751
378454.jpg,Irregular,0.517
378474.jpg,Spiral,0.8623
378481.jpg,Irregular,0.559
378567.jpg,Spiral,0.6675
378574.jpg,Irregular,0.646
378631.jpg,Irregular,0.4905
378653.jpg,Irregular,0.6436
378698.jpg,Irregular,0.8696
378729.jpg,Spiral,0.9634
378743.jpg,Elliptical,0.919
378755.jpg,Elliptical,0.9917
378815.jpg,Elliptical,0.8955
378830.jpg,Elliptical,0.7676
378847.jpg,Irregular,0.4766
378866.jpg,Elliptical,0.997
378890.jpg,Elliptical,0.8115
378944.jpg,Spiral,0.53
379080.jpg,Elliptical,0.555
379125.jpg,Elliptical,0.9854
379128.jpg,Irregular,0.7085
379136.jpg,Spiral,0.7183
379188.jpg,Irregular,0.751
379252.jpg,Elliptical,0.795
379254.jpg,Elliptical,0.6562
379302.jpg,Spiral,0.678
379416.jpg,Irregular,0.7476
379496.jpg,Elliptical,0.5005
379543.jpg,Spiral,0.4011
379556.jpg,Elliptical,0.9976
379559.jpg,Spiral,0.5957
379622.jpg,Irregular,0.542
379624.jpg,Elliptical,0.983
379651.jpg,Elliptical,0.986
379653.jpg,Irregular,0.788
379657.jpg,Irregular,0.4312
379669.jpg,Elliptical,0.8467
379701.jpg,Elliptical,0.999
379733.jpg,Irregular,0.578
379754.jpg,Elliptical,0.8286
379755.jpg,Elliptical,0.993
379778.jpg,Elliptical,0.921
379840.jpg,Irregular,0.871
379899.jpg,Elliptical,0.9873
379908.jpg,Elliptical,0.9785
379963.jpg,Elliptical,0.9966
380015.jpg,Elliptical,0.4414
380056.jpg,Irregular,0.588
380104.jpg,Irregular,0.4414
380110.jpg,Elliptical,0.515
380143.jpg,Elliptical,0.904
380210.jpg,Spiral,0.958
380229.jpg,Spiral,0.5444
380255.jpg,Elliptical,0.925
380256.jpg,Irregular,0.6074
380260.jpg,Irregular,0.637
380261.jpg,Spiral,0.897
380342.jpg,Elliptical,0.834
380351.jpg,Elliptical,0.9956
380353.jpg,Spiral,0.928
380405.jpg,Elliptical,0.999
380507.jpg,Elliptical,0.601
380581.jpg,Spiral,0.6035
380585.jpg,Spiral,0.5786
380651.jpg,Elliptical,0.807
380653.jpg,Irregular,0.7646
380671.jpg,Elliptical,0.837
380716.jpg,Elliptical,0.7295
380750.jpg,Irregular,0.6294
380756.jpg,Irregular,0.4885
380767.jpg,Elliptical,0.999
380769.jpg,Spiral,0.8623
380776.jpg,Elliptical,0.813
380786.jpg,Elliptical,0.9766
380791.jpg,Spiral,0.762
380792.jpg,Elliptical,0.9893
380794.jpg,Elliptical,0.9976
380818.jpg,Elliptical,0.484
380866.jpg,Elliptical,0.819
380872.jpg,Elliptical,0.9956
380877.jpg,Elliptical,0.995
380881.jpg,Irregular,0.6
380898.jpg,Spiral,0.637
380970.jpg,Elliptical,0.9995
381026.jpg,Irregular,0.77
381051.jpg,Elliptical,0.716
381120.jpg,Irregular,0.6675
381123.jpg,Irregular,0.63
381134.jpg,Spiral,0.894
381200.jpg,Elliptical,0.947
381237.jpg,Elliptical,0.9785
381263.jpg,Spiral,0.883
381271.jpg,Irregular,0.519
381272.jpg,Elliptical,0.979
381274.jpg,Irregular,0.4678
381377.jpg,Elliptical,0.9575
381466.jpg,Irregular,0.5454
381489.jpg,Elliptical,0.867
381538.jpg,Irregular,0.538
381554.jpg,Spiral,0.7236
381696.jpg,Irregular,0.575
381705.jpg,Irregular,0.633
381752.jpg,Elliptical,0.665
381794.jpg,Irregular,0.841
381798.jpg,Elliptical,0.9727
381807.jpg,Spiral,0.6353
381820.jpg,Spiral,0.566
381824.jpg,Irregular,0.61
381872.jpg,Elliptical,0.4692
381901.jpg,Irregular,0.527
381918.jpg,Elliptical,0.9995
381930.jpg,Irregular,0.4216
381934.jpg,Irregular,0.8457
381938.jpg,Spiral,0.7603
381944.jpg,Spiral,0.4343
381958.jpg,Spiral,0.6704
382010.jpg,Spiral,0.517
382060.jpg,Elliptical,0.9976
382133.jpg,Spiral,0.791
382146.jpg,Irregular,0.728
382180.jpg,Irregular,0.481
382195.jpg,Elliptical,0.998
382202.jpg,Irregular,0.4355
382203.jpg,Elliptical,0.9365
382222.jpg,Irregular,0.7354
382231.jpg,Spiral,0.9097
382253.jpg,Elliptical,0.551
382291.jpg,Spiral,0.4043
382310.jpg,Irregular,0.558
382331.jpg,Irregular,0.696
382412.jpg,Irregular,0.5474
382413.jpg,Irregular,0.4424
382448.jpg,Elliptical,0.781
382462.jpg,Irregular,0.4233
382517.jpg,Spiral,0.6436
382536.jpg,Elliptical,0.778
382561.jpg,Spiral,0.8203
382585.jpg,Elliptical,0.465
382598.jpg,Elliptical,0.559
382626.jpg,Elliptical,0.9844
382673.jpg,Elliptical,0.9253
382684.jpg,Irregular,0.839
382705.jpg,Elliptical,0.782
382723.jpg,Spiral,0.742
382729.jpg,Spiral,0.4446
382833.jpg,Elliptical,0.943
382896.jpg,Elliptical,0.5757
382911.jpg,Spiral,0.5923
382919.jpg,Spiral,0.7954
382989.jpg,Elliptical,0.901
383022.jpg,Spiral,0.671
383143.jpg,Irregular,0.933
383162.jpg,Spiral,0.716
383166.jpg,Irregular,0.571
383174.jpg,Irregular,0.8257
383195.jpg,Elliptical,0.5713
383339.jpg,Elliptical,0.937
383379.jpg,Spiral,0.9204
383388.jpg,Irregular,0.7515
383407.jpg,Elliptical,0.534
383432.jpg,Irregular,0.6426
383469.jpg,Elliptical,0.75
383480.jpg,Elliptical,0.9995
383539.jpg,Irregular,0.4688
383546.jpg,Irregular,0.643
383614.jpg,Irregular,0.8486
383623.jpg,Spiral,0.5913
383645.jpg,Spiral,0.661
383655.jpg,Spiral,0.697
383656.jpg,Irregular,0.628
383665.jpg,Irregular,0.593
383668.jpg,Spiral,0.6094
383792.jpg,Irregular,0.531
383850.jpg,Irregular,0.834
383869.jpg,Elliptical,0.4543
383882.jpg,Irregular,0.477
383902.jpg,Elliptical,0.5864
383944.jpg,Irregular,0.8354
383951.jpg,Elliptical,0.9077
383999.jpg,Irregular,0.657
384024.jpg,Elliptical,0.905
384028.jpg,Spiral,0.8447
384046.jpg,Irregular,0.6206
384111.jpg,Irregular,0.746
384134.jpg,Elliptical,0.7715
384136.jpg,Irregular,0.8555
384183.jpg,Irregular,0.6045
384190.jpg,Elliptical,0.999
384226.jpg,Elliptical,0.9985
384262.jpg,Elliptical,0.8936
384368.jpg,Spiral,0.6367
384417.jpg,Elliptical,0.836
384549.jpg,Irregular,0.609
384790.jpg,Elliptical,0.972
384813.jpg,Spiral,0.5093
384895.jpg,Elliptical,0.3997
384947.jpg,Irregular,0.5894
384948.jpg,Elliptical,0.667
385002.jpg,Spiral,0.749
385060.jpg,Irregular,0.5146
385069.jpg,Irregular,0.5376
385091.jpg,Elliptical,0.929
385126.jpg,Irregular,0.57
385159.jpg,Elliptical,0.775
385160.jpg,Irregular,0.6094
385186.jpg,Irregular,0.945
385208.jpg,Elliptical,0.912
385235.jpg,Irregular,0.7505
385276.jpg,Elliptical,0.9995
385322.jpg,Spiral,0.554
385403.jpg,Elliptical,0.999
385405.jpg,Elliptical,0.641
385410.jpg,Irregular,0.7544
385517.jpg,Irregular,0.7695
385536.jpg,Irregular,0.5864
385544.jpg,Spiral,0.767
385656.jpg,Spiral,0.7646
385687.jpg,Spiral,0.4941
385721.jpg,Elliptical,0.9126
385744.jpg,Irregular,0.546
385796.jpg,Spiral,0.7856
385798.jpg,Spiral,0.589
385809.jpg,Irregular,0.5083
385875.jpg,Elliptical,0.999
385888.jpg,Elliptical,0.679
385898.jpg,Elliptical,0.4265
385910.jpg,Irregular,0.4658
385938.jpg,Elliptical,0.5537
385944.jpg,Irregular,0.4194
385951.jpg,Elliptical,0.9326
385971.jpg,Spiral,0.5215
385998.jpg,Spiral,0.5947
386042.jpg,Spiral,0.7676
386120.jpg,Elliptical,0.7993
386148.jpg,Elliptical,0.841
386164.jpg,Elliptical,0.9985
386179.jpg,Spiral,0.8477
386200.jpg,Irregular,0.3994
386241.jpg,Elliptical,0.97
386283.jpg,Spiral,0.801
386321.jpg,Elliptical,0.9946
386387.jpg,Elliptical,0.833
386404.jpg,Elliptical,0.999
386493.jpg,Irregular,0.696
386495.jpg,Elliptical,0.569
386501.jpg,Irregular,0.364
386513.jpg,Spiral,0.711
386609.jpg,Elliptical,1.0
386618.jpg,Irregular,0.4592
386676.jpg,Irregular,0.61
386687.jpg,Elliptical,0.9316
386712.jpg,Elliptical,0.516
386764.jpg,Elliptical,0.9087
386808.jpg,Irregular,0.3584
386811.jpg,Elliptical,0.9995
386824.jpg,Irregular,0.677
386845.jpg,Irregular,0.4487
386854.jpg,Elliptical,0.5415
386865.jpg,Elliptical,0.995
386900.jpg,Irregular,0.7036
386902.jpg,Irregular,0.797
386911.jpg,Spiral,0.567
386958.jpg,Spiral,0.6533
386983.jpg,Elliptical,0.958
387013.jpg,Elliptical,0.8574
387019.jpg,Elliptical,0.4358
387047.jpg,Elliptical,0.9995
387059.jpg,Spiral,0.651
387134.jpg,Elliptical,0.9956
387164.jpg,Spiral,0.4336
387234.jpg,Elliptical,0.951
387262.jpg,Elliptical,0.9995
387275.jpg,Irregular,0.5264
387304.jpg,Spiral,0.782
387330.jpg,Spiral,0.489
387395.jpg,Spiral,0.6616
387432.jpg,Spiral,0.836
387451.jpg,Elliptical,0.664
387457.jpg,Elliptical,0.9976
387509.jpg,Elliptical,0.939
387523.jpg,Elliptical,0.8955
387537.jpg,Elliptical,0.9775
387559.jpg,Irregular,0.7754
387579.jpg,Elliptical,0.3984
387722.jpg,Elliptical,0.393
387765.jpg,Spiral,0.4744
387833.jpg,Irregular,0.4805
387846.jpg,Elliptical,0.997
387852.jpg,Elliptical,0.9897
387873.jpg,Elliptical,0.96
